entity,code,year,full_flowering_date,average_last_30_years
Japan,JPN,1951,98,103.06896
Japan,JPN,1952,105,103.206894
Japan,JPN,1953,101,103.344826
Japan,JPN,1954,98,102.89655
Japan,JPN,1955,97,102.51724
Japan,JPN,1956,99,102.206894
Japan,JPN,1957,103,102.06896
Japan,JPN,1958,99,101.793106
Japan,JPN,1959,92,101.413795
Japan,JPN,1960,95,101.413795
Japan,JPN,1961,99,101.206894
Japan,JPN,1962,102,101.10345
Japan,JPN,1963,101,100.93104
Japan,JPN,1964,99,100.75862
Japan,JPN,1965,110,101.034485
Japan,JPN,1966,97,100.55173
Japan,JPN,1967,97,100.44827
Japan,JPN,1968,99,100.48276
Japan,JPN,1969,101,100.37931
Japan,JPN,1970,107,100.27586
Japan,JPN,1971,98,100.206894
Japan,JPN,1972,99,100.31035
Japan,JPN,1973,97,100.17242
Japan,JPN,1974,99,100.13793
Japan,JPN,1975,100,100.13333
Japan,JPN,1976,99,100.2
Japan,JPN,1977,93,99.73333
Japan,JPN,1978,104,99.8
Japan,JPN,1979,97,99.46667
Japan,JPN,1980,102,99.566666
Japan,JPN,1981,99,99.6
Japan,JPN,1982,93,99.2
Japan,JPN,1983,99,99.13333
Japan,JPN,1984,109,99.5
Japan,JPN,1985,99,99.566666
Japan,JPN,1986,102,99.666664
Japan,JPN,1987,95,99.4
Japan,JPN,1988,106,99.63333
Japan,JPN,1989,93,99.666664
Japan,JPN,1990,88,99.433334
Japan,JPN,1991,97,99.36667
Japan,JPN,1992,94,99.1
Japan,JPN,1993,97,98.96667
Japan,JPN,1994,99,98.96667
Japan,JPN,1995,99,98.6
Japan,JPN,1996,103,98.8
Japan,JPN,1997,97,98.8
Japan,JPN,1998,91,98.53333
Japan,JPN,1999,94,98.3
Japan,JPN,2000,100,98.066666
Japan,JPN,2001,96,98
Japan,JPN,2002,91,97.73333
Japan,JPN,2003,98,97.76667
Japan,JPN,2004,92,97.53333
Japan,JPN,2005,99,97.5
Japan,JPN,2006,98,97.46667
Japan,JPN,2007,97,97.6
Japan,JPN,2008,95,97.3
Japan,JPN,2009,95,97.23333
Japan,JPN,2010,95,97
Japan,JPN,2011,99,97
Japan,JPN,2012,101,97.26667
Japan,JPN,2013,93,97.066666
Japan,JPN,2014,94,96.566666
Japan,JPN,2015,93,96.36667
Japan,JPN,2016,95,96.13333
Japan,JPN,2017,99,96.26667
Japan,JPN,2018,89,95.7
Japan,JPN,2019,95,95.76667
Japan,JPN,2020,92,95.9
Japan,JPN,2021,85,95.5
Japan,JPN,2022,91,95.4
Japan,JPN,2023,84,94.96667
Japan,JPN,2024,95,94.833336
Japan,JPN,2025,94,94.666664
Japan,JPN,2026,88,94.166664
